wl,n,k
0.50542,1.7253,3.0042
0.50379,1.7224,2.9946
0.50217,1.7196,2.9851
0.50056,1.7168,2.9755
0.49895,1.7141,2.966
0.49734,1.7114,2.9565
0.49574,1.7088,2.947
0.49415,1.7062,2.9375
0.49256,1.7036,2.928
0.49097,1.7011,2.9186
0.48939,1.6986,2.9091
0.48782,1.6962,2.8997
0.48625,1.6938,2.8903
0.48468,1.6914,2.8809
0.48313,1.6891,2.8715
0.48157,1.6869,2.8622
0.48002,1.6847,2.8529
0.47848,1.6825,2.8435
0.47694,1.6803,2.8342
0.4754,1.6783,2.825
0.47387,1.6762,2.8157
0.47235,1.6742,2.8065
0.47083,1.6722,2.7973
0.46932,1.6703,2.7881
0.46781,1.6685,2.7789
0.4663,1.6666,2.7698
0.4648,1.6648,2.7607
0.46331,1.6631,2.7516
0.46182,1.6614,2.7425
0.46033,1.6598,2.7335
0.45885,1.6581,2.7245
0.45737,1.6566,2.7155
0.4559,1.6551,2.7065
0.45444,1.6536,2.6976
0.45297,1.6521,2.6887
0.45152,1.6507,2.6798
0.45006,1.6494,2.6709
0.44862,1.6481,2.6621
0.44717,1.6468,2.6533
0.44573,1.6456,2.6446
0.4443,1.6444,2.6358
0.44287,1.6433,2.6271
0.44145,1.6422,2.6185
0.44003,1.6411,2.6098
0.43861,1.6401,2.6012
0.4372,1.6392,2.5927
0.43579,1.6382,2.5841
0.43439,1.6373,2.5756
0.43299,1.6365,2.5672
0.4316,1.6357,2.5587
0.43021,1.6349,2.5503
0.42883,1.6342,2.542
0.42745,1.6336,2.5337
0.42607,1.6329,2.5254
0.4247,1.6323,2.5171
0.42334,1.6318,2.5089
0.42198,1.6313,2.5007
0.42062,1.6308,2.4926
0.41927,1.6304,2.4845
0.41792,1.63,2.4765
0.41657,1.6296,2.4685
0.41523,1.6293,2.4605
0.4139,1.629,2.4526
0.41256,1.6288,2.4447
0.41124,1.6286,2.4369
0.40991,1.6284,2.4291
0.4086,1.6283,2.4213
0.40728,1.6282,2.4136
0.40597,1.6282,2.406
0.40467,1.6282,2.3984
0.40336,1.6282,2.3908
0.40207,1.6283,2.3833
0.40077,1.6284,2.3758
0.39948,1.6285,2.3684
0.3982,1.6287,2.361
0.39692,1.6289,2.3537
0.39564,1.6291,2.3464
0.39437,1.6294,2.3392
0.3931,1.6297,2.332
0.39183,1.63,2.3249
0.39057,1.6304,2.3178
0.38932,1.6308,2.3108
0.38806,1.6312,2.3038
0.38682,1.6317,2.2969
0.38557,1.6322,2.29
0.38433,1.6327,2.2832
0.3831,1.6332,2.2764
0.38186,1.6338,2.2697
0.38063,1.6344,2.2631
0.37941,1.6351,2.2565
0.37819,1.6358,2.25
0.37697,1.6364,2.2435
0.37576,1.6372,2.237
0.37455,1.6379,2.2307
0.37335,1.6387,2.2244
0.37215,1.6395,2.2181
0.37095,1.6403,2.2119
0.36976,1.6412,2.2058
0.36857,1.642,2.1997
0.36738,1.6429,2.1937
0.3662,1.6438,2.1878
0.36502,1.6448,2.1819
0.36385,1.6457,2.176
0.36268,1.6467,2.1703
0.36151,1.6477,2.1645
0.36035,1.6487,2.1589
0.35919,1.6497,2.1533
0.35803,1.6508,2.1478
0.35688,1.6518,2.1423
0.35573,1.6529,2.1369
0.35459,1.654,2.1316
0.35345,1.6551,2.1263
0.35231,1.6562,2.1211
0.35118,1.6574,2.1159
0.35005,1.6585,2.1109
0.34892,1.6597,2.1058
0.3478,1.6608,2.1009
0.34668,1.662,2.096
0.34556,1.6632,2.0912
0.34445,1.6644,2.0864
0.34334,1.6656,2.0817
0.34224,1.6668,2.0771
0.34114,1.668,2.0725
0.34004,1.6692,2.068
0.33895,1.6705,2.0636
0.33786,1.6717,2.0592
0.33677,1.6729,2.0549
0.33569,1.6742,2.0507
0.33461,1.6754,2.0465
0.33353,1.6766,2.0424
0.33246,1.6779,2.0384
0.33139,1.6791,2.0344
0.33032,1.6803,2.0305
0.32926,1.6816,2.0267
0.3282,1.6828,2.0229
0.32714,1.684,2.0192
0.32609,1.6852,2.0156
0.32504,1.6864,2.012
0.324,1.6876,2.0085
0.32296,1.6888,2.005
0.32192,1.69,2.0017
0.32088,1.6912,1.9984
0.31985,1.6924,1.9951
0.31882,1.6935,1.9919
0.31779,1.6947,1.9888
0.31677,1.6958,1.9858
0.31575,1.6969,1.9828
0.31474,1.698,1.9799
0.31372,1.6991,1.977
0.31272,1.7002,1.9743
0.31171,1.7012,1.9715
0.31071,1.7023,1.9689
0.30971,1.7033,1.9663
0.30871,1.7043,1.9637
0.30772,1.7052,1.9613
0.30673,1.7062,1.9589
0.30574,1.7071,1.9565
