716,1.15E+00
717,1.01E+00
718,9.39E-01
719,8.43E-01
720,8.99E-01
721,9.90E-01
722,1.13E+00
723,1.04E+00
724,9.63E-01
725,9.47E-01
726,9.86E-01
727,9.90E-01
728,9.50E-01
729,9.55E-01
730,1.03E+00
731,9.77E-01
732,1.05E+00
733,1.09E+00
734,1.13E+00
735,1.11E+00
736,1.10E+00
737,1.10E+00
738,1.12E+00
739,1.09E+00
740,1.11E+00
741,1.11E+00
742,1.11E+00
743,1.13E+00
744,1.14E+00
745,1.14E+00
746,1.14E+00
747,1.14E+00
748,1.13E+00
749,1.13E+00
750,1.13E+00
751,1.12E+00
752,1.13E+00
753,1.12E+00
754,1.14E+00
755,1.13E+00
756,1.12E+00
757,1.12E+00
758,1.12E+00
759,1.09E+00
760,2.47E-01
761,1.43E-01
762,6.35E-01
763,3.52E-01
764,4.99E-01
765,6.34E-01
766,7.51E-01
767,8.96E-01
768,1.02E+00
769,1.03E+00
770,1.06E+00
771,1.07E+00
772,1.08E+00
773,1.08E+00
774,1.08E+00
775,1.08E+00
776,1.08E+00
777,1.08E+00
778,1.08E+00
779,1.08E+00
780,1.07E+00
781,1.07E+00
782,1.07E+00
783,1.07E+00
784,1.06E+00
785,1.06E+00
786,1.07E+00
787,1.05E+00
788,1.04E+00
789,1.04E+00
790,1.00E+00
791,1.02E+00
792,1.01E+00
793,1.00E+00
794,1.01E+00
795,1.01E+00
796,9.90E-01
797,1.01E+00
798,1.02E+00
799,1.00E+00
800,9.89E-01
801,1.00E+00
802,1.00E+00
803,9.83E-01
804,9.95E-01
805,9.73E-01
806,1.01E+00
807,1.00E+00
808,9.98E-01
809,9.74E-01
810,9.75E-01
811,9.73E-01
812,9.49E-01
813,9.32E-01
814,8.37E-01
815,8.29E-01
816,7.72E-01
817,7.90E-01
818,7.63E-01
819,8.38E-01
820,7.99E-01
821,9.23E-01
822,8.81E-01
823,6.26E-01
824,8.66E-01
825,8.98E-01
826,8.65E-01
827,9.12E-01
828,7.89E-01
829,8.61E-01
830,8.49E-01
831,8.57E-01
832,8.30E-01
833,8.86E-01
834,8.66E-01
835,9.29E-01
836,9.01E-01
837,9.35E-01
838,9.26E-01
839,9.28E-01
840,9.41E-01
841,9.36E-01
842,9.24E-01
843,9.32E-01
844,9.14E-01
845,9.42E-01
846,9.44E-01
847,9.19E-01
848,9.20E-01
849,9.14E-01
850,8.29E-01
851,9.05E-01
852,8.99E-01
853,8.95E-01
854,7.90E-01
855,8.47E-01
856,9.03E-01
857,9.21E-01
858,9.21E-01
859,9.21E-01
860,9.18E-01
861,9.16E-01
862,9.24E-01
863,9.29E-01
864,9.10E-01
865,8.95E-01
866,7.89E-01
867,8.51E-01
868,8.91E-01
869,8.83E-01
870,8.99E-01
871,8.87E-01
872,8.99E-01
873,8.90E-01
874,8.75E-01
875,8.62E-01
876,8.86E-01
877,8.89E-01
878,8.86E-01
879,8.71E-01
880,8.74E-01
881,8.46E-01
882,8.68E-01
883,8.65E-01
884,8.69E-01
885,8.79E-01
886,8.45E-01
887,8.48E-01
888,8.59E-01
889,8.70E-01
890,8.61E-01
891,8.63E-01
892,8.47E-01
893,8.14E-01
894,7.94E-01
895,7.60E-01
896,7.13E-01
897,6.23E-01
898,6.71E-01
899,5.15E-01
900,6.94E-01
901,5.62E-01
902,6.25E-01
903,6.45E-01
904,7.89E-01
905,7.63E-01
906,7.25E-01
907,5.98E-01
908,6.11E-01
909,6.59E-01
910,5.86E-01
911,6.26E-01
912,6.45E-01
913,5.89E-01
914,5.87E-01
915,6.36E-01
916,5.41E-01
917,6.84E-01
918,5.56E-01
919,6.92E-01
920,6.97E-01
921,7.30E-01
922,6.56E-01
923,6.97E-01
924,6.76E-01
925,6.66E-01
926,6.59E-01
927,7.37E-01
928,5.54E-01
929,5.18E-01
930,4.07E-01
931,3.85E-01
932,2.84E-01
933,2.35E-01
934,1.36E-01
935,2.37E-01
936,1.53E-01
937,1.55E-01
938,1.90E-01
939,3.76E-01
940,4.44E-01
941,3.51E-01
942,3.82E-01
943,2.63E-01
944,2.70E-01
945,3.47E-01
946,1.84E-01
947,3.50E-01
948,2.59E-01
949,4.65E-01
950,1.39E-01
951,4.56E-01
952,2.54E-01
953,3.24E-01
954,4.00E-01
955,3.22E-01
956,3.10E-01
957,2.56E-01
958,4.35E-01
959,3.53E-01
960,3.97E-01
961,4.35E-01
962,4.17E-01
963,4.76E-01
964,4.32E-01
965,4.75E-01
966,4.74E-01
967,4.74E-01
968,6.13E-01
969,6.45E-01
970,5.97E-01
971,6.71E-01
972,6.46E-01
973,5.71E-01
974,5.42E-01
975,5.55E-01
976,5.39E-01
977,6.01E-01
978,5.79E-01
979,6.00E-01
980,5.69E-01
981,6.71E-01
982,6.51E-01
983,6.29E-01
984,6.93E-01
985,6.47E-01
986,7.06E-01
987,6.95E-01
988,6.91E-01
989,7.04E-01
990,6.88E-01
991,7.08E-01
992,7.06E-01
993,6.93E-01
994,7.09E-01
995,7.07E-01
996,7.04E-01
997,6.96E-01
998,6.95E-01
999,6.95E-01
1000,6.92E-01
1001,7.00E-01
1002,6.85E-01
1003,6.91E-01
1004,6.81E-01
1005,6.41E-01
1006,6.70E-01
1007,6.85E-01
1008,6.84E-01
1009,6.77E-01
1010,6.77E-01
1011,6.80E-01
1012,6.77E-01
1013,6.76E-01
1014,6.78E-01
1015,6.67E-01
1016,6.70E-01
1017,6.62E-01
1018,6.73E-01
1019,6.49E-01
1020,6.58E-01
1021,6.61E-01
1022,6.50E-01
1023,6.55E-01
1024,6.51E-01
1025,6.57E-01
1026,6.56E-01
1027,6.53E-01
1028,6.54E-01
1029,6.47E-01
1030,6.51E-01
1031,6.48E-01
1032,6.49E-01
1033,6.38E-01
1034,6.41E-01
1035,6.43E-01
1036,6.43E-01
1037,6.37E-01
1038,6.34E-01
1039,6.38E-01
1040,6.34E-01
1041,6.34E-01
1042,6.34E-01
1043,6.28E-01
1044,6.31E-01
1045,6.27E-01
1046,6.11E-01
1047,6.20E-01
1048,6.26E-01
1049,6.22E-01
1050,6.18E-01
1051,6.19E-01
1052,6.15E-01
1053,6.13E-01
1054,6.10E-01
1055,6.12E-01
1056,6.11E-01
1057,6.09E-01
1058,6.03E-01
1059,5.85E-01
1060,6.01E-01
1061,5.87E-01
1062,5.98E-01
1063,5.88E-01
1064,5.97E-01
1065,5.95E-01
1066,5.83E-01
1067,5.86E-01
1068,5.86E-01
1069,5.54E-01
1070,5.72E-01
1071,5.83E-01
1072,5.82E-01
1073,5.71E-01
1074,5.88E-01
1075,5.61E-01
1076,5.81E-01
1077,5.72E-01
1078,5.71E-01
1079,5.72E-01
1080,5.65E-01
1081,5.50E-01
1082,5.58E-01
1083,5.66E-01
1084,5.48E-01
1085,5.62E-01
1086,5.25E-01
1087,5.37E-01
1088,5.62E-01
1089,5.49E-01
1090,5.27E-01
1091,5.57E-01
1092,5.50E-01
1093,4.84E-01
1094,5.11E-01
1095,4.94E-01
1096,4.77E-01
1097,5.48E-01
1098,4.77E-01
1099,4.82E-01
1100,4.61E-01
1101,4.72E-01
1102,4.45E-01
1103,4.43E-01
1104,4.44E-01
1105,4.81E-01
1106,3.78E-01
1107,4.59E-01
1108,3.95E-01
1109,3.92E-01
1110,4.55E-01
1111,3.16E-01
1112,3.93E-01
1113,2.56E-01
1114,2.86E-01
1115,2.38E-01
1116,1.92E-01
1117,7.62E-02
1118,2.08E-01
1119,1.08E-01
1120,1.36E-01
1121,1.78E-01
1122,7.82E-02
1123,1.23E-01
1124,1.04E-01
1125,1.38E-01
1126,4.94E-02
1127,1.50E-01
1128,9.49E-02
1129,1.01E-01
1130,6.76E-02
1131,2.82E-01
1132,2.24E-01
1133,1.47E-01
1134,4.00E-02
1135,1.48E-02
1136,1.23E-01
1137,2.75E-01
1138,1.94E-01
1139,2.85E-01
1140,2.44E-01
1141,1.85E-01
1142,2.15E-01
1143,2.98E-01
1144,1.08E-01
1145,1.40E-01
1146,1.51E-01
1147,5.67E-02
1148,2.59E-01
1149,2.09E-01
1150,1.16E-01
1151,1.95E-01
1152,2.37E-01
1153,2.28E-01
1154,1.36E-01
1155,2.99E-01
1156,2.68E-01
1157,3.00E-01
1158,2.98E-01
1159,3.22E-01
1160,2.74E-01
1161,3.32E-01
1162,3.34E-01
1163,4.46E-01
1164,3.83E-01
1165,3.71E-01
1166,3.58E-01
1167,3.91E-01
1168,4.00E-01
1169,4.03E-01
1170,4.37E-01
1171,4.28E-01
1172,4.34E-01
1173,4.35E-01
1174,3.22E-01
1175,4.31E-01
1176,4.54E-01
1177,4.50E-01
1178,3.44E-01
1179,4.61E-01
1180,4.21E-01
1181,4.34E-01
1182,3.09E-01
1183,4.19E-01
1184,4.01E-01
1185,3.89E-01
1186,4.55E-01
1187,4.35E-01
1188,3.20E-01
1189,3.97E-01
1190,4.41E-01
1191,4.26E-01
1192,4.52E-01
1193,4.34E-01
1194,4.48E-01
1195,4.27E-01
1196,4.12E-01
1197,4.55E-01
1198,4.14E-01
1199,3.49E-01
1200,4.28E-01
1201,4.17E-01
1202,4.17E-01
1203,4.14E-01
1204,3.46E-01
1205,4.17E-01
1206,4.59E-01
1207,4.10E-01
1208,4.14E-01
1209,3.95E-01
1210,4.33E-01
1211,4.03E-01
1212,4.06E-01
1213,4.48E-01
1214,4.14E-01
1215,4.09E-01
1216,4.45E-01
1217,4.35E-01
1218,4.38E-01
1219,4.26E-01
1220,4.37E-01
1221,4.44E-01
1222,4.31E-01
1223,4.24E-01
1224,4.28E-01
1225,4.41E-01
1226,4.47E-01
1227,4.14E-01
1228,4.45E-01
1229,4.46E-01
1230,4.39E-01
1231,4.51E-01
1232,4.45E-01
1233,4.34E-01
1234,4.49E-01
1235,4.44E-01
1236,4.48E-01
1237,4.43E-01
1238,4.47E-01
1239,4.42E-01
1240,4.40E-01
1241,4.41E-01
1242,4.42E-01
1243,4.37E-01
1244,4.35E-01
1245,4.36E-01
1246,4.39E-01
1247,4.37E-01
1248,4.38E-01
1249,4.39E-01
1250,4.37E-01
1251,4.33E-01
1252,4.31E-01
1253,4.28E-01
1254,4.24E-01
1255,4.31E-01
1256,4.21E-01
1257,4.16E-01
1258,4.25E-01
1259,4.09E-01
1260,4.12E-01
1261,3.94E-01
1262,3.79E-01
1263,3.83E-01
1264,3.56E-01
1265,3.79E-01
1266,3.69E-01
1267,3.72E-01
1268,3.55E-01
1269,2.37E-01
1270,3.71E-01
1271,3.91E-01
1272,3.91E-01
1273,3.89E-01
1274,3.89E-01
1275,3.95E-01
1276,3.99E-01
1277,4.02E-01
1278,4.09E-01
1279,4.06E-01
1280,4.04E-01
1281,3.96E-01
1282,3.57E-01
1283,3.90E-01
1284,4.03E-01
1285,4.06E-01
1286,4.09E-01
1287,4.04E-01
1288,4.02E-01
1289,3.92E-01
1290,3.95E-01
1291,4.00E-01
1292,3.79E-01
1293,3.95E-01
1294,3.87E-01
1295,3.88E-01
1296,3.73E-01
1297,3.56E-01
1298,3.75E-01
1299,3.91E-01
1300,3.39E-01
1301,3.47E-01
1302,3.75E-01
1303,3.32E-01
1304,2.88E-01
1305,3.68E-01
1306,3.69E-01
1307,2.94E-01
1308,3.33E-01
1309,3.68E-01
1310,2.89E-01
1311,3.20E-01
1312,3.20E-01
1313,3.01E-01
1314,2.77E-01
1315,2.74E-01
1316,3.11E-01
1317,3.00E-01
1318,3.20E-01
1319,2.58E-01
1320,2.49E-01
1321,2.87E-01
1322,2.90E-01
1323,2.24E-01
1324,2.52E-01
1325,3.09E-01
1326,2.70E-01
1327,2.56E-01
1328,2.26E-01
1329,1.71E-01
1330,2.21E-01
1331,1.40E-01
1332,1.40E-01
1333,1.95E-01
1334,1.63E-01
1335,2.22E-01
1336,1.77E-01
1337,1.59E-01
1338,1.72E-01
1339,1.70E-01
1340,1.62E-01
1341,1.64E-01
1342,1.71E-01
1343,1.23E-01
1344,7.30E-02
1345,1.05E-01
1346,5.62E-02
1347,5.81E-02
1348,4.59E-03
1349,1.56E-02
1350,1.55E-02
1351,4.48E-03
1352,1.47E-03
1353,9.29E-05
1354,2.81E-04
1355,3.48E-06
1356,4.65E-05
1357,6.94E-05
1358,4.06E-06
1359,7.10E-07
1360,2.07E-06
1361,4.66E-09
1362,1.75E-11
1363,3.05E-06
1364,1.32E-06
1365,8.78E-12
1366,1.24E-05
1367,4.82E-06
1368,1.43E-13
1369,5.00E-07
1370,2.83E-07
1371,1.91E-08
1372,2.66E-06
1373,4.30E-05
1374,1.74E-04
1375,3.13E-04
1376,2.49E-04
1377,1.19E-04
1378,1.07E-03
1379,5.05E-05
1380,7.90E-05
1381,2.30E-06
1382,2.49E-06
1383,4.27E-08
1384,5.98E-07
1385,2.03E-06
1386,2.44E-06
1387,1.93E-04
1388,3.90E-06
1389,5.63E-04
1390,4.78E-04
1391,3.33E-04
1392,2.31E-05
1393,1.12E-04
1394,7.33E-05
1395,6.51E-07
1396,6.13E-09
1397,4.76E-05
1398,1.23E-03
1399,7.88E-04
1400,3.15E-09
1401,1.02E-08
1402,1.78E-03
1403,2.31E-03
1404,7.18E-04
1405,3.54E-07
1406,1.99E-03
1407,1.70E-04
1408,1.60E-03
1409,6.02E-04
1410,4.53E-04
1411,2.05E-03
1412,2.57E-03
1413,2.27E-02
1414,3.54E-04
1415,1.79E-04
1416,3.46E-02
1417,1.14E-02
1418,1.32E-02
1419,2.09E-03
1420,8.04E-03
1421,8.91E-03
1422,4.50E-02
1423,8.97E-03
1424,1.65E-02
1425,2.51E-02
1426,2.70E-02
1427,4.82E-02
1428,4.44E-03
1429,3.70E-02
1430,5.99E-02
1431,4.88E-02
1432,2.45E-03
1433,3.49E-02
1434,2.04E-02
1435,2.08E-02
1436,3.73E-02
1437,2.91E-02
1438,1.29E-02
1439,4.97E-02
1440,3.85E-02
1441,3.10E-02
1442,3.54E-02
1443,4.39E-02
1444,6.01E-02
1445,4.84E-02
1446,2.25E-02
1447,3.53E-02
1448,1.13E-01
1449,9.94E-02
1450,2.67E-02
1451,1.10E-02
1452,6.07E-02
1453,7.98E-02
1454,1.34E-01
1455,6.44E-02
1456,8.62E-02
1457,1.14E-01
1458,1.33E-01
1459,1.59E-01
1460,8.32E-02
1461,8.79E-02
1462,1.27E-01
1463,4.21E-02
1464,1.48E-01
1465,9.09E-02
1466,6.35E-02
1467,3.51E-02
1468,7.49E-02
1469,9.23E-02
1470,4.84E-02
1471,1.74E-02
1472,4.56E-02
1473,6.84E-02
1474,9.48E-02
1475,1.80E-01
1476,6.70E-02
1477,6.79E-02
1478,6.18E-02
1479,1.17E-01
1480,5.91E-02
1481,1.12E-01
1482,5.70E-02
1483,1.45E-01
1484,1.34E-01
1485,1.22E-01
1486,1.20E-01
1487,5.90E-02
1488,9.17E-02
1489,1.84E-01
1490,1.70E-01
1491,1.92E-01
1492,1.60E-01
1493,1.77E-01
1494,1.98E-01
1495,1.77E-01
1496,1.64E-01
1497,2.22E-01
1498,1.84E-01
1499,2.11E-01
1500,2.43E-01
1501,2.58E-01
1502,2.27E-01
1503,1.80E-01
1504,1.56E-01
1505,1.79E-01
1506,2.50E-01
1507,2.48E-01
1508,2.36E-01
1509,1.82E-01
1510,2.63E-01
1511,2.57E-01
1512,2.53E-01
1513,2.35E-01
1514,2.19E-01
1515,2.58E-01
1516,2.49E-01
1517,2.42E-01
1518,2.45E-01
1519,2.37E-01
1520,2.57E-01
1521,2.67E-01
1522,2.56E-01
1523,2.72E-01
1524,2.67E-01
1525,2.51E-01
1526,2.60E-01
1527,2.55E-01
1528,2.71E-01
1529,2.65E-01
1530,2.48E-01
1531,2.62E-01
1532,2.70E-01
1533,2.69E-01
1534,2.61E-01
1535,2.59E-01
1536,2.67E-01
1537,2.66E-01
1538,2.64E-01
1539,2.65E-01
1540,2.57E-01
1541,2.61E-01
1542,2.62E-01
1543,2.64E-01
1544,2.64E-01
1545,2.69E-01
1546,2.67E-01
1547,2.65E-01
1548,2.59E-01
1549,2.66E-01
1550,2.62E-01
1551,2.63E-01
1552,2.64E-01
1553,2.64E-01
1554,2.57E-01
1555,2.60E-01
1556,2.56E-01
1557,2.63E-01
1558,2.61E-01
1559,2.61E-01
1560,2.58E-01
1561,2.62E-01
1562,2.60E-01
1563,2.59E-01
1564,2.55E-01
1565,2.60E-01
1566,2.55E-01
1567,2.56E-01
1568,2.50E-01
1569,2.47E-01
1570,2.35E-01
1571,2.29E-01
1572,2.31E-01
1573,2.28E-01
1574,2.35E-01
1575,2.33E-01
1576,2.40E-01
1577,2.10E-01
1578,2.29E-01
1579,2.30E-01
1580,2.38E-01
1581,2.42E-01
1582,2.35E-01
1583,2.41E-01
1584,2.42E-01
1585,2.51E-01
1586,2.48E-01
1587,2.46E-01
1588,2.44E-01
1589,2.26E-01
1590,2.35E-01
1591,2.35E-01
1592,2.45E-01
1593,2.51E-01
1594,2.49E-01
1595,2.51E-01
1596,2.38E-01
1597,2.40E-01
1598,2.47E-01
1599,2.35E-01
1600,2.31E-01
1601,2.17E-01
1602,2.18E-01
1603,2.18E-01
1604,2.22E-01
1605,2.30E-01
1606,2.35E-01
1607,2.26E-01
1608,2.23E-01
1609,2.21E-01
1610,2.11E-01
1611,2.20E-01
1612,2.24E-01
1613,2.30E-01
1614,2.32E-01
1615,2.34E-01
1616,2.24E-01
1617,2.28E-01
1618,2.37E-01
1619,2.34E-01
