280,2.54E-26
280.5,1.09E-24
281,6.13E-24
281.5,2.75E-22
282,2.83E-21
282.5,1.33E-20
283,6.76E-20
283.5,1.46E-19
284,4.98E-18
284.5,2.16E-17
285,9.00E-17
285.5,6.44E-16
286,2.35E-15
286.5,1.85E-14
287,7.25E-14
287.5,3.66E-13
288,2.81E-12
288.5,9.07E-12
289,3.50E-11
289.5,1.54E-10
290,5.15E-10
290.5,1.33E-09
291,3.90E-09
291.5,1.44E-08
292,4.08E-08
292.5,7.04E-08
293,1.58E-07
293.5,4.71E-07
294,9.46E-07
294.5,1.60E-06
295,3.22E-06
295.5,8.02E-06
296,1.47E-05
296.5,2.33E-05
297,3.32E-05
297.5,6.79E-05
298,1.11E-04
298.5,1.43E-04
299,2.03E-04
299.5,3.74E-04
300,4.56E-04
300.5,5.72E-04
301,9.19E-04
301.5,1.32E-03
302,1.46E-03
302.5,2.19E-03
303,3.73E-03
303.5,4.80E-03
304,5.10E-03
304.5,6.47E-03
305,8.93E-03
305.5,1.02E-02
306,1.02E-02
306.5,1.16E-02
307,1.52E-02
307.5,1.95E-02
308,2.08E-02
308.5,2.28E-02
309,2.23E-02
309.5,2.37E-02
310,2.78E-02
310.5,3.59E-02
311,4.54E-02
311.5,4.62E-02
312,5.09E-02
312.5,5.38E-02
313,5.83E-02
313.5,5.90E-02
314,6.53E-02
314.5,7.05E-02
315,7.37E-02
315.5,6.48E-02
316,6.71E-02
316.5,8.11E-02
317,9.30E-02
317.5,9.97E-02
318,9.58E-02
318.5,1.00E-01
319,1.10E-01
319.5,1.07E-01
320,1.13E-01
320.5,1.33E-01
321,1.34E-01
321.5,1.28E-01
322,1.22E-01
322.5,1.20E-01
323,1.16E-01
323.5,1.34E-01
324,1.49E-01
324.5,1.55E-01
325,1.55E-01
325.5,1.79E-01
326,2.09E-01
326.5,2.22E-01
327,2.18E-01
327.5,2.13E-01
328,1.98E-01
328.5,2.07E-01
329,2.33E-01
329.5,2.59E-01
330,2.62E-01
330.5,2.41E-01
331,2.28E-01
331.5,2.36E-01
332,2.45E-01
332.5,2.47E-01
333,2.43E-01
333.5,2.33E-01
334,2.38E-01
334.5,2.54E-01
335,2.65E-01
335.5,2.59E-01
336,2.38E-01
336.5,2.21E-01
337,2.18E-01
337.5,2.34E-01
338,2.53E-01
338.5,2.65E-01
339,2.71E-01
339.5,2.78E-01
340,2.97E-01
340.5,2.97E-01
341,2.79E-01
341.5,2.79E-01
342,2.91E-01
342.5,3.03E-01
343,3.09E-01
343.5,2.92E-01
344,2.54E-01
344.5,2.44E-01
345,2.79E-01
345.5,2.98E-01
346,2.91E-01
346.5,2.97E-01
347,3.03E-01
347.5,2.94E-01
348,2.93E-01
348.5,2.99E-01
349,2.89E-01
349.5,2.97E-01
350,3.29E-01
350.5,3.55E-01
351,3.46E-01
351.5,3.34E-01
352,3.27E-01
352.5,3.10E-01
353,3.30E-01
353.5,3.64E-01
354,3.85E-01
354.5,3.90E-01
355,3.91E-01
355.5,3.79E-01
356,3.56E-01
356.5,3.35E-01
357,2.95E-01
357.5,3.00E-01
358,2.79E-01
358.5,2.60E-01
359,3.07E-01
359.5,3.70E-01
360,3.92E-01
360.5,3.72E-01
361,3.43E-01
361.5,3.36E-01
362,3.54E-01
362.5,3.88E-01
363,4.00E-01
363.5,3.90E-01
364,4.05E-01
364.5,4.02E-01
365,4.18E-01
365.5,4.61E-01
366,4.95E-01
366.5,4.97E-01
367,4.89E-01
367.5,4.80E-01
368,4.53E-01
368.5,4.51E-01
369,4.72E-01
369.5,5.09E-01
370,5.17E-01
370.5,4.68E-01
371,4.76E-01
371.5,4.96E-01
372,4.65E-01
372.5,4.44E-01
373,4.28E-01
373.5,3.87E-01
374,3.87E-01
374.5,3.84E-01
375,4.11E-01
375.5,4.55E-01
376,4.72E-01
376.5,4.65E-01
377,5.00E-01
377.5,5.59E-01
378,6.03E-01
378.5,5.89E-01
379,5.26E-01
379.5,4.73E-01
380,4.98E-01
380.5,5.34E-01
381,5.44E-01
381.5,4.91E-01
382,4.20E-01
382.5,3.64E-01
383,3.26E-01
383.5,3.17E-01
384,3.67E-01
384.5,4.42E-01
385,4.86E-01
385.5,4.65E-01
386,4.50E-01
386.5,4.68E-01
387,4.73E-01
387.5,4.67E-01
388,4.64E-01
388.5,4.61E-01
389,5.01E-01
389.5,5.56E-01
390,5.85E-01
390.5,5.90E-01
391,6.26E-01
391.5,6.36E-01
392,5.87E-01
392.5,4.90E-01
393,3.55E-01
393.5,2.83E-01
394,3.68E-01
394.5,5.08E-01
395,6.01E-01
395.5,6.41E-01
396,5.64E-01
396.5,4.11E-01
397,3.19E-01
397.5,4.72E-01
398,6.39E-01
398.5,7.56E-01
399,8.04E-01
399.5,8.30E-01
400,8.40E-01
401,8.77E-01
402,9.14E-01
403,8.82E-01
404,8.98E-01
405,8.78E-01
406,8.59E-01
407,8.45E-01
408,8.85E-01
409,9.47E-01
410,8.09E-01
411,9.08E-01
412,9.67E-01
413,9.30E-01
414,9.21E-01
415,9.56E-01
416,9.86E-01
417,9.64E-01
418,9.24E-01
419,9.64E-01
420,8.85E-01
421,1.01E+00
422,9.95E-01
423,9.65E-01
424,9.62E-01
425,9.93E-01
426,9.67E-01
427,9.36E-01
428,9.46E-01
429,8.78E-01
430,7.01E-01
431,6.38E-01
432,1.06E+00
433,9.91E-01
434,9.17E-01
435,1.01E+00
436,1.11E+00
437,1.13E+00
438,9.94E-01
439,9.58E-01
440,1.10E+00
441,1.09E+00
442,1.16E+00
443,1.18E+00
444,1.15E+00
445,1.20E+00
446,1.08E+00
447,1.23E+00
448,1.24E+00
449,1.24E+00
450,1.29E+00
451,1.34E+00
452,1.28E+00
453,1.19E+00
454,1.27E+00
455,1.27E+00
456,1.31E+00
457,1.32E+00
458,1.29E+00
459,1.29E+00
460,1.28E+00
461,1.33E+00
462,1.34E+00
463,1.35E+00
464,1.31E+00
465,1.29E+00
466,1.32E+00
467,1.26E+00
468,1.32E+00
469,1.32E+00
470,1.27E+00
471,1.30E+00
472,1.37E+00
473,1.31E+00
474,1.33E+00
475,1.38E+00
476,1.33E+00
477,1.34E+00
478,1.38E+00
479,1.36E+00
480,1.38E+00
481,1.38E+00
482,1.39E+00
483,1.37E+00
484,1.35E+00
485,1.35E+00
486,1.09E+00
487,1.22E+00
488,1.33E+00
489,1.25E+00
490,1.40E+00
491,1.34E+00
492,1.28E+00
493,1.37E+00
494,1.34E+00
495,1.42E+00
496,1.35E+00
497,1.38E+00
498,1.34E+00
499,1.34E+00
500,1.34E+00
501,1.30E+00
502,1.30E+00
503,1.36E+00
504,1.27E+00
505,1.36E+00
506,1.42E+00
507,1.35E+00
508,1.32E+00
509,1.39E+00
510,1.35E+00
511,1.38E+00
512,1.41E+00
513,1.33E+00
514,1.30E+00
515,1.34E+00
516,1.35E+00
517,1.10E+00
518,1.26E+00
519,1.22E+00
520,1.33E+00
521,1.35E+00
522,1.38E+00
523,1.30E+00
524,1.40E+00
525,1.39E+00
526,1.35E+00
527,1.18E+00
528,1.35E+00
529,1.41E+00
530,1.36E+00
531,1.43E+00
532,1.41E+00
533,1.26E+00
534,1.35E+00
535,1.37E+00
536,1.43E+00
537,1.32E+00
538,1.39E+00
539,1.36E+00
540,1.31E+00
541,1.26E+00
542,1.37E+00
543,1.35E+00
544,1.40E+00
545,1.37E+00
546,1.35E+00
547,1.37E+00
548,1.33E+00
549,1.38E+00
550,1.36E+00
551,1.36E+00
552,1.39E+00
553,1.35E+00
554,1.38E+00
555,1.39E+00
556,1.37E+00
557,1.33E+00
558,1.36E+00
559,1.29E+00
560,1.31E+00
561,1.39E+00
562,1.32E+00
563,1.37E+00
564,1.35E+00
565,1.36E+00
566,1.28E+00
567,1.37E+00
568,1.36E+00
569,1.32E+00
570,1.32E+00
571,1.28E+00
572,1.35E+00
573,1.36E+00
574,1.35E+00
575,1.32E+00
576,1.31E+00
577,1.35E+00
578,1.30E+00
579,1.32E+00
580,1.35E+00
581,1.35E+00
582,1.37E+00
583,1.39E+00
584,1.38E+00
585,1.37E+00
586,1.34E+00
587,1.37E+00
588,1.34E+00
589,1.16E+00
590,1.23E+00
591,1.32E+00
592,1.29E+00
593,1.31E+00
594,1.30E+00
595,1.29E+00
596,1.33E+00
597,1.33E+00
598,1.31E+00
599,1.31E+00
600,1.33E+00
601,1.31E+00
602,1.29E+00
603,1.32E+00
604,1.34E+00
605,1.34E+00
606,1.34E+00
607,1.34E+00
608,1.34E+00
609,1.33E+00
610,1.32E+00
611,1.32E+00
612,1.34E+00
613,1.32E+00
614,1.28E+00
615,1.33E+00
616,1.29E+00
617,1.27E+00
618,1.32E+00
619,1.33E+00
620,1.33E+00
621,1.34E+00
622,1.29E+00
623,1.28E+00
624,1.28E+00
625,1.27E+00
626,1.27E+00
627,1.30E+00
628,1.23E+00
629,1.28E+00
630,1.26E+00
631,1.28E+00
632,1.23E+00
633,1.31E+00
634,1.29E+00
635,1.31E+00
636,1.28E+00
637,1.32E+00
638,1.33E+00
639,1.32E+00
640,1.30E+00
641,1.30E+00
642,1.30E+00
643,1.31E+00
644,1.31E+00
645,1.32E+00
646,1.28E+00
647,1.27E+00
648,1.26E+00
649,1.22E+00
650,1.23E+00
651,1.31E+00
652,1.26E+00
653,1.30E+00
654,1.28E+00
655,1.22E+00
656,1.07E+00
657,1.12E+00
658,1.25E+00
659,1.26E+00
660,1.27E+00
661,1.26E+00
662,1.25E+00
663,1.25E+00
664,1.26E+00
665,1.29E+00
666,1.29E+00
667,1.28E+00
668,1.28E+00
669,1.30E+00
670,1.29E+00
671,1.28E+00
672,1.27E+00
673,1.28E+00
674,1.27E+00
675,1.26E+00
676,1.28E+00
677,1.27E+00
678,1.27E+00
679,1.26E+00
680,1.27E+00
681,1.26E+00
682,1.27E+00
683,1.25E+00
684,1.24E+00
685,1.25E+00
686,1.22E+00
687,8.83E-01
688,1.02E+00
689,1.03E+00
690,1.07E+00
691,1.12E+00
692,1.15E+00
693,1.14E+00
694,1.13E+00
695,1.15E+00
696,1.15E+00
697,1.22E+00
698,1.20E+00
699,1.17E+00
700,1.16E+00
701,1.15E+00
702,1.15E+00
703,1.16E+00
704,1.19E+00
705,1.20E+00
706,1.19E+00
707,1.19E+00
708,1.18E+00
709,1.19E+00
710,1.20E+00
711,1.19E+00
712,1.19E+00
713,1.17E+00
714,1.18E+00
715,1.14E+00
