Material1,Material2,Material3,Material4,Material5,Thickness1,Thickness2,Thickness3,Thickness4,Thickness5,Objective1 (r_max [dB]),Objective2 (Sum Thickness [m])
15,8,11,8,8,4.843216021351587e-07,5.383822530093808e-07,5.84762671376526e-07,1.567448219499244e-07,2.123355690670307e-07,-0.00035041123542719485,1.9765469175380204e-06
