#freq_range=2-8
#num_layers=5
#inc_angle=0
16,6,5,11,2,0.486,1.446,1.272,0.885,1.155,-24.02
16,8,5,2,13,0.537,0.432,0.261,0.465,0.975,-19.68
16,2,15,15,14,0.588,0.636,0.477,0.051,0.009,-18.48
14,15,9,9,9,0.273,0.039,0.435,0.411,0.078, -12.87
