#freq_range=0.2-2
#num_layers=5
#inc_angle=0
14,8,4,4,4,0.966,1.002,1.182,0.984,1.380, -32.52
16,4,4,4,4,0.516,1.092,1.440,0.306,0.234, -20.60
14,4,4,4,4,0.180,0.738,0.918,0.984,0.114,-18.03
4,4,4,4,4,0.636,1.284,0.126,0.156,0.276,-15.50
